"label","Hemi","Region","PGS","Estimate","Std_Error","t_value","P_Value","Significant_P_Value","Phenotype","Timepoint"
"rh_supramarginal","right","supramarginal","ADHD",-0.0299575032892622,0.00518749722726597,-5.77494347983509,7.76959312937536e-09,"sig","SA","T0"
"rh_supramarginal","right","supramarginal","ASD",-0.0115027148585466,0.00516794306282755,-2.22578204107633,0.0260357784753576,"not sig","SA","T0"
"rh_supramarginal","right","supramarginal","BIP",0.0122299289557916,0.00525794140751536,2.32599186790307,0.0200252488690206,"not sig","SA","T0"
"rh_supramarginal","right","supramarginal","MDD",-0.0203359609757554,0.00518488991087035,-3.92215868134831,8.794365965484e-05,"sig","SA","T0"
"rh_supramarginal","right","supramarginal","SCZ",-0.0122958350565421,0.00521830668999003,-2.35628831094356,0.0184646273203611,"not sig","SA","T0"
"rh_supramarginal","right","supramarginal","SUD",-0.00476182265603364,0.00520966399624622,-0.914036425279008,0.360704648050155,"not sig","SA","T0"
"rh_frontalpole","right","frontal pole","ADHD",-0.0217093005207132,0.00519605307725888,-4.17803671323652,2.94821806563927e-05,"sig","SA","T0"
"rh_frontalpole","right","frontal pole","ASD",-0.00561172093643425,0.00517547998733304,-1.08428994995033,0.278244494315328,"not sig","SA","T0"
"rh_frontalpole","right","frontal pole","BIP",0.0213066674771725,0.00526438688502671,4.04732173803072,5.19296818752801e-05,"sig","SA","T0"
"rh_frontalpole","right","frontal pole","MDD",-0.00863090780443772,0.00519317450726577,-1.66197145741246,0.0965283707326843,"not sig","SA","T0"
"rh_frontalpole","right","frontal pole","SCZ",-0.00452795842045445,0.00522600125552324,-0.866428881100814,0.386261559718525,"not sig","SA","T0"
"rh_frontalpole","right","frontal pole","SUD",0.0014961652667928,0.00521701321456122,0.286785792034578,0.774278214107361,"not sig","SA","T0"
"rh_temporalpole","right","temporal pole","ADHD",-0.0168742732187609,0.00527297439341097,-3.20014321325867,0.00137494367934228,"not sig","SA","T0"
"rh_temporalpole","right","temporal pole","ASD",-0.00900152496509265,0.00525135442956601,-1.71413396026224,0.0865138872976605,"not sig","SA","T0"
"rh_temporalpole","right","temporal pole","BIP",0.0141646336479582,0.00534249952907368,2.65131210042693,0.00802195194322562,"not sig","SA","T0"
"rh_temporalpole","right","temporal pole","MDD",-0.00768322177184469,0.00526950742842143,-1.45805312473889,0.144835792881675,"not sig","SA","T0"
"rh_temporalpole","right","temporal pole","SCZ",-0.00201401131763008,0.00530281420344944,-0.379800468272107,0.704096075347941,"not sig","SA","T0"
"rh_temporalpole","right","temporal pole","SUD",0.00595358569616238,0.00529354488927804,1.12468786431211,0.260729829534737,"not sig","SA","T0"
"rh_transversetemporal","right","transverse temporal","ADHD",-0.0327822879767984,0.00540811848547791,-6.0616807980126,1.36222988471911e-09,"sig","SA","T0"
"rh_transversetemporal","right","transverse temporal","ASD",-0.0119631456506392,0.00538802244791156,-2.22032216203482,0.0264039399901269,"not sig","SA","T0"
"rh_transversetemporal","right","transverse temporal","BIP",0.0140588678478079,0.00548175055833136,2.5646675634375,0.0103320250791935,"not sig","SA","T0"
"rh_transversetemporal","right","transverse temporal","MDD",-0.0158269904592013,0.00540626878172811,-2.92752563703321,0.00341913362804029,"not sig","SA","T0"
"rh_transversetemporal","right","transverse temporal","SCZ",-0.0111055153752685,0.00544064746352955,-2.04121208913322,0.0412380021114228,"not sig","SA","T0"
"rh_transversetemporal","right","transverse temporal","SUD",0.00233907564044289,0.00543157361667823,0.430644193656973,0.666730025755692,"not sig","SA","T0"
"rh_insula","right","insula","ADHD",-0.0351397986932956,0.00501002927469617,-7.01389089097222,2.36416624033725e-12,"sig","SA","T0"
"rh_insula","right","insula","ASD",-0.00904134214885455,0.00499251981890005,-1.81097771803068,0.0701537490601549,"not sig","SA","T0"
"rh_insula","right","insula","BIP",0.0122243186595839,0.0050792987245192,2.40669417622037,0.0161033178934465,"not sig","SA","T0"
"rh_insula","right","insula","MDD",-0.0244954775757191,0.00500808606411007,-4.89118542735585,1.00720372801452e-06,"sig","SA","T0"
"rh_insula","right","insula","SCZ",0.0012998046933366,0.00504147646609595,0.257822227690205,0.796545780254059,"not sig","SA","T0"
"rh_insula","right","insula","SUD",-0.0119422320348637,0.0050323117281942,-2.37311054638284,0.0176449029251097,"not sig","SA","T0"
"lh_bankssts","left","bankssts","ADHD",-0.0040512398351575,0.0272619651840071,-0.148604101274919,0.881891470305544,"not sig","SA","T1"
"lh_bankssts","left","bankssts","ASD",-0.0227709263562853,0.0277024036835363,-0.821983774997048,0.411252467430815,"not sig","SA","T1"
"lh_bankssts","left","bankssts","BIP",0.0394728610419876,0.0272630145404525,1.44785386749577,0.147924006057107,"not sig","SA","T1"
"lh_bankssts","left","bankssts","MDD",-0.0397875426595515,0.0273288697197963,-1.45587955402087,0.145692367506302,"not sig","SA","T1"
"lh_bankssts","left","bankssts","SCZ",0.0208792447117291,0.0283154436314611,0.7373801019501,0.461038076176363,"not sig","SA","T1"
"lh_bankssts","left","bankssts","SUD",-0.0227589354504132,0.0279062693854059,-0.815549192050563,0.414922881522094,"not sig","SA","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","ADHD",0.01490178617435,0.0285903964487412,0.52121649313492,0.602313932139291,"not sig","SA","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","ASD",-0.0308750668499566,0.0290497806447413,-1.06283304605764,0.288075497874653,"not sig","SA","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","BIP",0.00972041492815121,0.0286185552854892,0.339654284822681,0.734177438687432,"not sig","SA","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","MDD",-0.00200768157748011,0.0286893131817735,-0.0699801199408148,0.944221360228453,"not sig","SA","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","SCZ",0.00457773993972066,0.0297049084456825,0.154107188988358,0.877551616557754,"not sig","SA","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","SUD",0.0351874266501226,0.0292595028489151,1.20259824070891,0.229373490652467,"not sig","SA","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","ADHD",-0.0410012107529513,0.0268124564016398,-1.52918517195029,0.126487010786086,"not sig","SA","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","ASD",0.0197807082651222,0.0272741375044465,0.725255134535321,0.468439566175483,"not sig","SA","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","BIP",0.0428757830948273,0.0268346459356879,1.59777711237867,0.11036077221061,"not sig","SA","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","MDD",-0.0567554028393265,0.0268780443665619,-2.11158974459965,0.0349317928637931,"not sig","SA","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","SCZ",0.0100499667428643,0.0278808252293176,0.360461595386939,0.718566593468877,"not sig","SA","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","SUD",-0.0179746984780424,0.0274758713409179,-0.654199397537357,0.513111042209979,"not sig","SA","T1"
"lh_cuneus","left","cuneus","ADHD",-0.0132832964822571,0.0262519472832997,-0.505992806511058,0.612956372401275,"not sig","SA","T1"
"lh_cuneus","left","cuneus","ASD",0.00179964575508397,0.0266863151965369,0.0674370268742655,0.946245236876056,"not sig","SA","T1"
"lh_cuneus","left","cuneus","BIP",0.00374400652014343,0.0262786888731452,0.142473109606679,0.886730681644164,"not sig","SA","T1"
"lh_cuneus","left","cuneus","MDD",-0.000613631299477254,0.0263426473551056,-0.023294215315771,0.981419531040489,"not sig","SA","T1"
"lh_cuneus","left","cuneus","SCZ",0.00560140964233902,0.0272749074384976,0.205368603173803,0.837319630155676,"not sig","SA","T1"
"lh_cuneus","left","cuneus","SUD",0.0115570627424776,0.0268805261549477,0.429941835061526,0.667316587210297,"not sig","SA","T1"
"lh_entorhinal","left","entorhinal","ADHD",-0.0545499308778379,0.0281684295427496,-1.93656273222654,0.0530377335328197,"not sig","SA","T1"
"lh_entorhinal","left","entorhinal","ASD",0.00659046473784679,0.0286763482237876,0.229822315115419,0.818269742950171,"not sig","SA","T1"
"lh_entorhinal","left","entorhinal","BIP",-0.00173816155713167,0.0282391011134568,-0.0615515894131412,0.950930370973427,"not sig","SA","T1"
"lh_entorhinal","left","entorhinal","MDD",-0.0512576734715247,0.0282682168579039,-1.81326164749557,0.0700458775460623,"not sig","SA","T1"
"lh_entorhinal","left","entorhinal","SCZ",-0.0276594302840266,0.0292988767356591,-0.944044051025437,0.345340715462537,"not sig","SA","T1"
"lh_entorhinal","left","entorhinal","SUD",-0.0500826751273872,0.0288510223327291,-1.73590642819518,0.0828418539379061,"not sig","SA","T1"
"lh_fusiform","left","fusiform","ADHD",-0.0175450864816944,0.0245607389439239,-0.71435499240282,0.475149219567028,"not sig","SA","T1"
"lh_fusiform","left","fusiform","ASD",0.0099964051916629,0.0249681673175633,0.40036599661166,0.688959559123501,"not sig","SA","T1"
"lh_fusiform","left","fusiform","BIP",0.00697345490477106,0.0245877829086548,0.283614628072726,0.776755562130776,"not sig","SA","T1"
"lh_fusiform","left","fusiform","MDD",-0.0294120153864943,0.0246333596468874,-1.19399123010859,0.232721774107737,"not sig","SA","T1"
"lh_fusiform","left","fusiform","SCZ",0.00817548537721854,0.0255198962616036,0.320357312326505,0.74875429651299,"not sig","SA","T1"
"lh_fusiform","left","fusiform","SUD",-0.00342695052101088,0.0251533119820333,-0.136242516431185,0.891652843885983,"not sig","SA","T1"
"lh_inferiorparietal","left","inferior parietal","ADHD",-0.0189178166061661,0.027343960093567,-0.691846262993077,0.489170213809595,"not sig","SA","T1"
"lh_inferiorparietal","left","inferior parietal","ASD",-0.00255596287381959,0.0277989763306232,-0.0919444962080834,0.926757771018103,"not sig","SA","T1"
"lh_inferiorparietal","left","inferior parietal","BIP",0.00979467112326047,0.027373148101391,0.357820411703495,0.720541815886449,"not sig","SA","T1"
"lh_inferiorparietal","left","inferior parietal","MDD",-0.0321908067499436,0.0274249983883432,-1.17377606715288,0.240721986033373,"not sig","SA","T1"
"lh_inferiorparietal","left","inferior parietal","SCZ",0.0369363944851992,0.0283922769646619,1.30093104301468,0.193536467097385,"not sig","SA","T1"
"lh_inferiorparietal","left","inferior parietal","SUD",-0.00979568128471263,0.0280020736061289,-0.349819853432876,0.726536429060656,"not sig","SA","T1"
"lh_inferiortemporal","left","inferior temporal","ADHD",-0.0287980135343979,0.0257623259667994,-1.11783437456349,0.263865652769593,"not sig","SA","T1"
"lh_inferiortemporal","left","inferior temporal","ASD",0.000988403457672513,0.0261996662925248,0.0377258033227134,0.969912694545409,"not sig","SA","T1"
"lh_inferiortemporal","left","inferior temporal","BIP",0.0203537641971244,0.0257928450260161,0.78912443263217,0.430198073805552,"not sig","SA","T1"
"lh_inferiortemporal","left","inferior temporal","MDD",-0.0363718117452941,0.0258405166464447,-1.40754971129025,0.159528256547029,"not sig","SA","T1"
"lh_inferiortemporal","left","inferior temporal","SCZ",0.00907516936992675,0.0267766634006036,0.338920844399238,0.734729764826471,"not sig","SA","T1"
"lh_inferiortemporal","left","inferior temporal","SUD",-0.0323421606787064,0.0263755434975203,-1.22621779080105,0.220361784011035,"not sig","SA","T1"
"lh_isthmuscingulate","left","isthmus cingulate","ADHD",-0.0337611412728973,0.0254030229882353,-1.3290206165043,0.184098517914058,"not sig","SA","T1"
"lh_isthmuscingulate","left","isthmus cingulate","ASD",-0.0298972473087707,0.0258252524952295,-1.15767492744915,0.247231387793168,"not sig","SA","T1"
"lh_isthmuscingulate","left","isthmus cingulate","BIP",0.00746234825141493,0.0254444820668084,0.293279628637022,0.769360079884218,"not sig","SA","T1"
"lh_isthmuscingulate","left","isthmus cingulate","MDD",-0.0114652596610085,0.0255049399898455,-0.449530940499105,0.653131390828612,"not sig","SA","T1"
"lh_isthmuscingulate","left","isthmus cingulate","SCZ",-0.000838777230476338,0.0264102741151717,-0.031759504911556,0.974669220717624,"not sig","SA","T1"
"lh_isthmuscingulate","left","isthmus cingulate","SUD",0.0429374302972259,0.025999902516037,1.65144581871957,0.098914100565183,"not sig","SA","T1"
"lh_lateraloccipital","left","lateral occipital","ADHD",-0.00111766541314895,0.025071147065895,-0.0445797477957975,0.964449840916237,"not sig","SA","T1"
"lh_lateraloccipital","left","lateral occipital","ASD",-0.00818011403256332,0.0254821643221568,-0.321013314612789,0.748257241980927,"not sig","SA","T1"
"lh_lateraloccipital","left","lateral occipital","BIP",0.00216317686147779,0.0250941172172357,0.0862025486990244,0.931320053757175,"not sig","SA","T1"
"lh_lateraloccipital","left","lateral occipital","MDD",-0.00429445688839159,0.025154749846344,-0.170721510435364,0.864472065548225,"not sig","SA","T1"
"lh_lateraloccipital","left","lateral occipital","SCZ",0.0336230356768253,0.0260273233901464,1.29183608982069,0.196667300674152,"not sig","SA","T1"
"lh_lateraloccipital","left","lateral occipital","SUD",0.0208280092730871,0.0256635252886155,0.811580211169449,0.417196502894289,"not sig","SA","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","ADHD",-0.0322558670535293,0.0248331145505685,-1.29890541872408,0.194230573141563,"not sig","SA","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","ASD",-0.0225900285221252,0.0252508047706016,-0.894626081321013,0.371169753757652,"not sig","SA","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","BIP",-0.0190562208679161,0.0248675198237052,-0.766309668314832,0.443645595243401,"not sig","SA","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","MDD",-0.0312935878334524,0.0249173713134117,-1.25589442962664,0.209403277158047,"not sig","SA","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","SCZ",-0.00505829668129126,0.025816492760446,-0.195932760047142,0.844696587756661,"not sig","SA","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","SUD",-0.0177715945994924,0.0254398858235687,-0.698572105344435,0.484957364642057,"not sig","SA","T1"
"lh_lingual","left","lingual","ADHD",-0.0590756994302961,0.0260302345366006,-2.26950315592551,0.0234178915815619,"not sig","SA","T1"
"lh_lingual","left","lingual","ASD",-0.0325965550662188,0.026498875323504,-1.23011088841594,0.218901179074077,"not sig","SA","T1"
"lh_lingual","left","lingual","BIP",0.00918853560004281,0.0261096680965293,0.351920812094284,0.724960592977474,"not sig","SA","T1"
"lh_lingual","left","lingual","MDD",1.42439130127577e-05,0.0261743715379697,0.000544193123876723,0.999565888868427,"not sig","SA","T1"
"lh_lingual","left","lingual","SCZ",-0.00336865705420702,0.0271009775572708,-0.124300204562298,0.901098791583701,"not sig","SA","T1"
"lh_lingual","left","lingual","SUD",-0.0178636733098659,0.0267058324161535,-0.668905317441472,0.503686938405735,"not sig","SA","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","ADHD",-0.0190992583010988,0.0256055792037944,-0.745902217211654,0.455875299142006,"not sig","SA","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","ASD",-0.0022062343024226,0.0260325403810246,-0.084749097480734,0.932475262510938,"not sig","SA","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","BIP",-0.00576027466408894,0.0256346004327101,-0.224707019686515,0.82224617351301,"not sig","SA","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","MDD",-0.0503325171480473,0.0256554483343497,-1.96186464925884,0.0500134295696711,"not sig","SA","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","SCZ",0.0171823637378928,0.0266025089537435,0.645892602377075,0.518474706083976,"not sig","SA","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","SUD",-0.0147501359480118,0.0262205584183807,-0.562540877759181,0.573854593417311,"not sig","SA","T1"
"lh_middletemporal","left","middle temporal","ADHD",-0.0283788442808518,0.0254407995539473,-1.11548554992049,0.264869909362519,"not sig","SA","T1"
"lh_middletemporal","left","middle temporal","ASD",-0.0434576304552766,0.0258416386987328,-1.68169019627256,0.0928939817254342,"not sig","SA","T1"
"lh_middletemporal","left","middle temporal","BIP",-0.00380406422484804,0.0254773713391595,-0.149311487994881,0.881333408130557,"not sig","SA","T1"
"lh_middletemporal","left","middle temporal","MDD",-0.021487135191376,0.0255317327885591,-0.841585464226871,0.400190836980356,"not sig","SA","T1"
"lh_middletemporal","left","middle temporal","SCZ",0.00608240404511045,0.0264431140996767,0.230018447229134,0.81811736996446,"not sig","SA","T1"
"lh_middletemporal","left","middle temporal","SUD",3.83264988851355e-05,0.026062923446678,0.00147053721596303,0.998826930462562,"not sig","SA","T1"
"lh_parahippocampal","left","parahippocampal","ADHD",-0.0550936965588256,0.0267049656379216,-2.06305064405667,0.0393265582326311,"not sig","SA","T1"
"lh_parahippocampal","left","parahippocampal","ASD",-0.00920263561716284,0.0271916021743244,-0.338436681963978,0.735094444489076,"not sig","SA","T1"
"lh_parahippocampal","left","parahippocampal","BIP",-0.0107589419943264,0.0267759036012631,-0.401814338539031,0.687893555945906,"not sig","SA","T1"
"lh_parahippocampal","left","parahippocampal","MDD",-0.0346331169912523,0.0268237135059287,-1.29113804408914,0.196909120767906,"not sig","SA","T1"
"lh_parahippocampal","left","parahippocampal","SCZ",-0.015287075072621,0.0277895648157575,-0.55010127628745,0.582354196204226,"not sig","SA","T1"
"lh_parahippocampal","left","parahippocampal","SUD",0.00539174237371026,0.0273924675705742,0.196833029365424,0.843992156198039,"not sig","SA","T1"
"lh_paracentral","left","paracentral","ADHD",0.00349173971944395,0.0268204484392702,0.130189460752319,0.896438759811501,"not sig","SA","T1"
"lh_paracentral","left","paracentral","ASD",0.0317847384301535,0.0272457752995007,1.1665932821055,0.243610768397774,"not sig","SA","T1"
"lh_paracentral","left","paracentral","BIP",0.0394611259927387,0.0268206447101105,1.47129669772118,0.141477968502212,"not sig","SA","T1"
"lh_paracentral","left","paracentral","MDD",-0.0509886780205658,0.0268693505205465,-1.89765204713734,0.0579862428101167,"not sig","SA","T1"
"lh_paracentral","left","paracentral","SCZ",0.0313041567400341,0.0278483010868288,1.1240957443842,0.261201419568011,"not sig","SA","T1"
"lh_paracentral","left","paracentral","SUD",-0.0470107630916016,0.0274278287440927,-1.71398048056307,0.0867953730740996,"not sig","SA","T1"
"lh_parsopercularis","left","pars opercularis","ADHD",-0.00316897953760177,0.0276870110716421,-0.114457264072377,0.908894826735719,"not sig","SA","T1"
"lh_parsopercularis","left","pars opercularis","ASD",-0.00399431491282105,0.0281420358404042,-0.141934113632473,0.887156317883586,"not sig","SA","T1"
"lh_parsopercularis","left","pars opercularis","BIP",-0.0154680541787366,0.0277089312196419,-0.558233518865274,0.576791014643195,"not sig","SA","T1"
"lh_parsopercularis","left","pars opercularis","MDD",-0.0414474189595185,0.0277535513953568,-1.49340955934211,0.135597793788115,"not sig","SA","T1"
"lh_parsopercularis","left","pars opercularis","SCZ",0.00610964124898094,0.0287628898799701,0.212414026353992,0.831820792424591,"not sig","SA","T1"
"lh_parsopercularis","left","pars opercularis","SUD",-0.0198767062862212,0.0283433366890972,-0.70128321531978,0.483264794674188,"not sig","SA","T1"
"lh_parsorbitalis","left","pars orbitalis","ADHD",-0.0202601959063147,0.025499274744235,-0.794540084356526,0.427041120626837,"not sig","SA","T1"
"lh_parsorbitalis","left","pars orbitalis","ASD",0.00552987210208663,0.0259248657575317,0.213303789258006,0.831126926904644,"not sig","SA","T1"
"lh_parsorbitalis","left","pars orbitalis","BIP",-0.0356297024975108,0.0255084193008398,-1.39678206153439,0.16274219905982,"not sig","SA","T1"
"lh_parsorbitalis","left","pars orbitalis","MDD",-0.0106615567243979,0.0255895692736309,-0.416636818322074,0.677019977816967,"not sig","SA","T1"
"lh_parsorbitalis","left","pars orbitalis","SCZ",0.0171770585618111,0.0264928717240095,0.648365293908256,0.516875071727032,"not sig","SA","T1"
"lh_parsorbitalis","left","pars orbitalis","SUD",0.00488750863269797,0.0261156496841911,0.187148651930975,0.851576310207907,"not sig","SA","T1"
"lh_parstriangularis","left","pars triangularis","ADHD",-0.0011052204894225,0.0268279909895474,-0.0411965431870434,0.967146190466346,"not sig","SA","T1"
"lh_parstriangularis","left","pars triangularis","ASD",0.0104002560244581,0.027267315623311,0.381418404661983,0.702961589474158,"not sig","SA","T1"
"lh_parstriangularis","left","pars triangularis","BIP",-0.0108069862962302,0.0268508060175299,-0.402482751883676,0.68740180206237,"not sig","SA","T1"
"lh_parstriangularis","left","pars triangularis","MDD",0.00148121273001366,0.0269177472589493,0.0550273659888536,0.956125992795574,"not sig","SA","T1"
"lh_parstriangularis","left","pars triangularis","SCZ",0.0231455331709021,0.0278627286584166,0.830698724976115,0.406312174626625,"not sig","SA","T1"
"lh_parstriangularis","left","pars triangularis","SUD",-0.0222888018407701,0.0274618754525638,-0.811627082034895,0.417169610190883,"not sig","SA","T1"
"lh_pericalcarine","left","pericalcarine","ADHD",-0.0373617471357755,0.0276144156511775,-1.35297982067502,0.176321676931924,"not sig","SA","T1"
"lh_pericalcarine","left","pericalcarine","ASD",0.000649705932203715,0.0280901248344387,0.0231293358798879,0.981551022422765,"not sig","SA","T1"
"lh_pericalcarine","left","pericalcarine","BIP",0.0142838896146769,0.0276581159901905,0.516444779526664,0.605640728331143,"not sig","SA","T1"
"lh_pericalcarine","left","pericalcarine","MDD",-0.0112264729760217,0.0277264085009254,-0.404901809610396,0.685623201142921,"not sig","SA","T1"
"lh_pericalcarine","left","pericalcarine","SCZ",-0.00637233428625105,0.0287095441573619,-0.221958741362217,0.824384473994469,"not sig","SA","T1"
"lh_pericalcarine","left","pericalcarine","SUD",-0.0149091488266971,0.0282933893559761,-0.526948137570799,0.598328816972499,"not sig","SA","T1"
"lh_postcentral","left","postcentral","ADHD",-0.0337147052958293,0.0249149673687074,-1.35319082689926,0.176254293562023,"not sig","SA","T1"
"lh_postcentral","left","postcentral","ASD",0.00113862350582249,0.0253441637576648,0.0449264578902563,0.964173542053187,"not sig","SA","T1"
"lh_postcentral","left","postcentral","BIP",0.0277792020593596,0.0249440991621331,1.11365825956667,0.265653001952678,"not sig","SA","T1"
"lh_postcentral","left","postcentral","MDD",-0.047459277648268,0.024979516237418,-1.89992781274028,0.0576865996533128,"not sig","SA","T1"
"lh_postcentral","left","postcentral","SCZ",9.70339576204078e-05,0.0259035893049729,0.00374596572227847,0.99701179301765,"not sig","SA","T1"
"lh_postcentral","left","postcentral","SUD",-0.0255037614429858,0.0255197666661991,-0.999372830346664,0.317819352097034,"not sig","SA","T1"
"lh_posteriorcingulate","left","posterior cingulate","ADHD",0.00518595249192491,0.0263556922261861,0.196767834721197,0.844043164704871,"not sig","SA","T1"
"lh_posteriorcingulate","left","posterior cingulate","ASD",0.0239766091446014,0.0267802477862259,0.895309458523138,0.370804586320162,"not sig","SA","T1"
"lh_posteriorcingulate","left","posterior cingulate","BIP",-0.0104149946089232,0.0263785884124186,-0.394827594490233,0.693041603697172,"not sig","SA","T1"
"lh_posteriorcingulate","left","posterior cingulate","MDD",-0.0456458983433735,0.0264108544141174,-1.72830070650703,0.0841963722189179,"not sig","SA","T1"
"lh_posteriorcingulate","left","posterior cingulate","SCZ",-0.0104511332266832,0.0273789666343454,-0.381721244861477,0.702736983726903,"not sig","SA","T1"
"lh_posteriorcingulate","left","posterior cingulate","SUD",-0.00712176313031197,0.0269855857575147,-0.26390989598322,0.791895509288359,"not sig","SA","T1"
"lh_precentral","left","precentral","ADHD",-0.0428356679878869,0.0247735512023072,-1.72908872200355,0.0840552047694402,"not sig","SA","T1"
"lh_precentral","left","precentral","ASD",-0.003590958689663,0.0252124866267673,-0.14242778758088,0.886766470443172,"not sig","SA","T1"
"lh_precentral","left","precentral","BIP",0.0208106098077685,0.0248203474475481,0.838449576572075,0.401948350569634,"not sig","SA","T1"
"lh_precentral","left","precentral","MDD",-0.0346829585840112,0.0248674475387201,-1.39471325032486,0.16336526266147,"not sig","SA","T1"
"lh_precentral","left","precentral","SCZ",0.0321444255335166,0.0257521809354714,1.24822148516518,0.212197991310736,"not sig","SA","T1"
"lh_precentral","left","precentral","SUD",0.00531293111092647,0.0253976621201076,0.209189770530893,0.834336265828483,"not sig","SA","T1"
"lh_precuneus","left","precuneus","ADHD",-0.0093919265912121,0.0257715084257779,-0.364430612133585,0.715601885414368,"not sig","SA","T1"
"lh_precuneus","left","precuneus","ASD",0.0268356043978786,0.0261849368526688,1.02484892550518,0.30564487835993,"not sig","SA","T1"
"lh_precuneus","left","precuneus","BIP",-0.0122663841170533,0.0257941581008081,-0.475548923485471,0.634483938680159,"not sig","SA","T1"
"lh_precuneus","left","precuneus","MDD",-0.0452911333842118,0.0258255108999309,-1.75373620137494,0.0797357613869282,"not sig","SA","T1"
"lh_precuneus","left","precuneus","SCZ",-0.0133244335154931,0.0267720118930741,-0.497700119389986,0.618788313958915,"not sig","SA","T1"
"lh_precuneus","left","precuneus","SUD",-0.0194297558482045,0.026383201303845,-0.736444210254835,0.461607035263374,"not sig","SA","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","ADHD",-0.0259889688662648,0.0263741106183865,-0.985396976690722,0.32463145862866,"not sig","SA","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","ASD",-0.0248309983678653,0.0268089247371398,-0.926221346485619,0.354520672807653,"not sig","SA","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","BIP",0.00248353198587263,0.0264091140340461,0.0940407157419558,0.925092805730271,"not sig","SA","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","MDD",0.00289278879540098,0.026473133167691,0.109272626593798,0.913004868035599,"not sig","SA","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","SCZ",0.0166290648250273,0.0274063521180628,0.606759511568398,0.544127439009066,"not sig","SA","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","SUD",-0.014258460011731,0.0270127320852959,-0.527842202954823,0.597708270282824,"not sig","SA","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","ADHD",-0.0198370376012195,0.0246915533261876,-0.803393668237979,0.421909307042687,"not sig","SA","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","ASD",-0.0178137382224272,0.025098932884932,-0.709740860461903,0.478005307982802,"not sig","SA","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","BIP",-0.0112704359991709,0.0247188214743734,-0.455945523570177,0.648513190764075,"not sig","SA","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","MDD",-0.0454924131575376,0.0247454891983877,-1.83841235842295,0.0662533045284935,"not sig","SA","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","SCZ",0.0388722365621885,0.0256333994171179,1.51646825805827,0.129669278581373,"not sig","SA","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","SUD",0.0159813135495062,0.0252846445060644,0.632056090235839,0.527472870548091,"not sig","SA","T1"
"lh_superiorfrontal","left","superior frontal","ADHD",-0.0367431318790325,0.0248371478736188,-1.47936196482769,0.139310956381445,"not sig","SA","T1"
"lh_superiorfrontal","left","superior frontal","ASD",0.011235144105436,0.0252667312335885,0.444661559169177,0.656646036226634,"not sig","SA","T1"
"lh_superiorfrontal","left","superior frontal","BIP",0.0271898188625856,0.0248704292812018,1.09325892831038,0.274503642094842,"not sig","SA","T1"
"lh_superiorfrontal","left","superior frontal","MDD",-0.0206445694755895,0.0249361421096316,-0.82789749051099,0.407896244432969,"not sig","SA","T1"
"lh_superiorfrontal","left","superior frontal","SCZ",0.0130069762787404,0.0258238122488954,0.503681491848545,0.614579391545191,"not sig","SA","T1"
"lh_superiorfrontal","left","superior frontal","SUD",0.00478411564048399,0.025454313058613,0.187949116107268,0.85094890900169,"not sig","SA","T1"
"lh_superiorparietal","left","superior parietal","ADHD",-0.0149604431511069,0.0267048664529587,-0.560214115935014,0.575439917375705,"not sig","SA","T1"
