"label","Hemi","Region","PGS","Estimate","Std_Error","t_value","P_Value","Significant_P_Value","Phenotype","Timepoint"
"rh_superiorfrontal","right","superior frontal","SUD",-0.0214041059230507,0.00454460840967741,-4.70978002801566,2.49032092745976e-06,"sig","CT","T0"
"rh_superiorparietal","right","superior parietal","ADHD",0.00971524479580426,0.00463568449845647,2.095751943222,0.0361120998738356,"not sig","CT","T0"
"rh_superiorparietal","right","superior parietal","ASD",0.014455561022304,0.00461602607155468,3.13160298452027,0.00174012636525012,"not sig","CT","T0"
"rh_superiorparietal","right","superior parietal","BIP",-0.00464222443624737,0.00469709485856607,-0.988318221374935,0.323004356504473,"not sig","CT","T0"
"rh_superiorparietal","right","superior parietal","MDD",0.00526733401113689,0.00463130663879389,1.13733216604907,0.255408036659952,"not sig","CT","T0"
"rh_superiorparietal","right","superior parietal","SCZ",0.00902394504260034,0.00466142423234428,1.93587723253888,0.0528916052948962,"not sig","CT","T0"
"rh_superiorparietal","right","superior parietal","SUD",-0.01275716879272,0.00465298531037738,-2.74171697131048,0.00611531973600084,"not sig","CT","T0"
"rh_superiortemporal","right","superior temporal","ADHD",-0.00758710732863648,0.00502530738116117,-1.50977975139968,0.131109585547408,"not sig","CT","T0"
"rh_superiortemporal","right","superior temporal","ASD",0.0118680910127301,0.00500415972873342,2.37164512247374,0.0177150203160751,"not sig","CT","T0"
"rh_superiortemporal","right","superior temporal","BIP",0.00307780641919489,0.00509175881519173,0.604468226187771,0.545536707510194,"not sig","CT","T0"
"rh_superiortemporal","right","superior temporal","MDD",-0.0158820936852853,0.00501970545449013,-3.16394932516981,0.00155790638472267,"not sig","CT","T0"
"rh_superiortemporal","right","superior temporal","SCZ",-0.00148164753884931,0.00505333377687052,-0.293201993826514,0.769369676601195,"not sig","CT","T0"
"rh_superiortemporal","right","superior temporal","SUD",-0.0182219530966828,0.00504345481663675,-3.61299025354097,0.000303153260356775,"not sig","CT","T0"
"rh_supramarginal","right","supramarginal","ADHD",0.00583696634329268,0.00473879644834213,1.23174025449748,0.218055250958271,"not sig","CT","T0"
"rh_supramarginal","right","supramarginal","ASD",0.0091464142330747,0.0047189366581202,1.93823627984831,0.0526032562020282,"not sig","CT","T0"
"rh_supramarginal","right","supramarginal","BIP",-0.00972943895183472,0.00480111872013288,-2.02649414000857,0.0427225154854825,"not sig","CT","T0"
"rh_supramarginal","right","supramarginal","MDD",0.00313757230450817,0.00473417056172077,0.662750161533625,0.50749538918648,"not sig","CT","T0"
"rh_supramarginal","right","supramarginal","SCZ",0.000962145822670684,0.00476517114692488,0.201912122986724,0.839986718212959,"not sig","CT","T0"
"rh_supramarginal","right","supramarginal","SUD",-0.01752909713975,0.00475581233921977,-3.68582607753312,0.000228341186281082,"not sig","CT","T0"
"rh_frontalpole","right","frontal pole","ADHD",0.0109585976443262,0.00535890707528771,2.04493145530759,0.0408698441160241,"not sig","CT","T0"
"rh_frontalpole","right","frontal pole","ASD",0.00399403351807182,0.00533694106996407,0.748375045875991,0.454239513909082,"not sig","CT","T0"
"rh_frontalpole","right","frontal pole","BIP",-0.00534843906573386,0.0054298807571672,-0.985001200749051,0.324630987784357,"not sig","CT","T0"
"rh_frontalpole","right","frontal pole","MDD",0.0124905157863171,0.00535347858626873,2.33315882094949,0.0196460228286199,"not sig","CT","T0"
"rh_frontalpole","right","frontal pole","SCZ",0.00997695633753889,0.00538867178902209,1.85146854886656,0.064111454979484,"not sig","CT","T0"
"rh_frontalpole","right","frontal pole","SUD",0.00192956021473529,0.00537951506281974,0.358686645952783,0.719831904662982,"not sig","CT","T0"
"rh_temporalpole","right","temporal pole","ADHD",0.00734511438101986,0.00533682345696933,1.37630829279689,0.16873591381102,"not sig","CT","T0"
"rh_temporalpole","right","temporal pole","ASD",0.0137981801746082,0.00531423917224615,2.596454492803,0.00942347842900115,"not sig","CT","T0"
"rh_temporalpole","right","temporal pole","BIP",0.000625253314692312,0.00540739135396111,0.115629380927698,0.907947007793902,"not sig","CT","T0"
"rh_temporalpole","right","temporal pole","MDD",0.00241705637704904,0.00533166507652425,0.453339874571554,0.65030712264454,"not sig","CT","T0"
"rh_temporalpole","right","temporal pole","SCZ",-0.00113254501409024,0.0053665581392709,-0.2110375001442,0.832859363905718,"not sig","CT","T0"
"rh_temporalpole","right","temporal pole","SUD",0.00477149075320351,0.00535709745323618,0.890685822846303,0.373104492372924,"not sig","CT","T0"
"rh_transversetemporal","right","transverse temporal","ADHD",0.00677720914385168,0.00531716315206628,1.27459115886222,0.202463317335729,"not sig","CT","T0"
"rh_transversetemporal","right","transverse temporal","ASD",0.0148633481334689,0.00529454459814226,2.80729491610744,0.00499899358202876,"not sig","CT","T0"
"rh_transversetemporal","right","transverse temporal","BIP",-0.00322815529707691,0.00538741887635861,-0.599202581266306,0.549042077473921,"not sig","CT","T0"
"rh_transversetemporal","right","transverse temporal","MDD",0.00172300638103602,0.00531200960894535,0.324360554268294,0.745667216833472,"not sig","CT","T0"
"rh_transversetemporal","right","transverse temporal","SCZ",0.0014267702437143,0.00534676334390457,0.266847464894972,0.789588340367471,"not sig","CT","T0"
"rh_transversetemporal","right","transverse temporal","SUD",-0.00161261254048655,0.00533739880901985,-0.302134541222841,0.762551481239972,"not sig","CT","T0"
"rh_insula","right","insula","ADHD",-0.00386438587300903,0.00519215526926274,-0.744273942631488,0.45671627087415,"not sig","CT","T0"
"rh_insula","right","insula","ASD",0.00836234603717252,0.00517040996490853,1.61734680497825,0.105813376384954,"not sig","CT","T0"
"rh_insula","right","insula","BIP",0.00238630160998665,0.0052606832596062,0.453610584828344,0.650112234250149,"not sig","CT","T0"
"rh_insula","right","insula","MDD",0.00113259294425734,0.00518704012553219,0.218350526860661,0.827157412788495,"not sig","CT","T0"
"rh_insula","right","insula","SCZ",-0.00499641360956725,0.00522090206715604,-0.957001978834075,0.338573543640154,"not sig","CT","T0"
"rh_insula","right","insula","SUD",-0.00621582180380958,0.00521171803805493,-1.19266271859354,0.23301040588619,"not sig","CT","T0"
"lh_bankssts","left","bankssts","ADHD",0.0074313881711332,0.0281981306332922,0.263541873316925,0.792179044631585,"not sig","CT","T1"
"lh_bankssts","left","bankssts","ASD",0.00633164986874508,0.0286618923962858,0.220908298070562,0.825202118140825,"not sig","CT","T1"
"lh_bankssts","left","bankssts","BIP",0.0167133084535125,0.0282206619848324,0.592236584049493,0.553805826791132,"not sig","CT","T1"
"lh_bankssts","left","bankssts","MDD",-0.0258404576712142,0.0282833020398741,-0.913629449446323,0.36109853903885,"not sig","CT","T1"
"lh_bankssts","left","bankssts","SCZ",-0.00104335417025671,0.0292951167529024,-0.0356152931240099,0.97159514783799,"not sig","CT","T1"
"lh_bankssts","left","bankssts","SUD",-0.0138297952328737,0.0288704763119727,-0.479028994306493,0.632006907761062,"not sig","CT","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","ADHD",0.00375350415996396,0.0281864324179641,0.133167053719496,0.894084010134547,"not sig","CT","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","ASD",-0.0208080420878832,0.0286435510621129,-0.726447710437909,0.467708669254166,"not sig","CT","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","BIP",0.0112060674529365,0.0282106450135118,0.397228331630463,0.691271051217025,"not sig","CT","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","MDD",0.042221018966788,0.0282541957391426,1.4943274038516,0.135357872185496,"not sig","CT","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","SCZ",0.0149870242268116,0.0292790804750053,0.511867995294649,0.608839339291039,"not sig","CT","T1"
"lh_caudalanteriorcingulate","left","caudal anterior cingulate","SUD",0.0242877865826344,0.0288519994281943,0.841806012199634,0.400067404824193,"not sig","CT","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","ADHD",0.00655077118915164,0.0271464186601806,0.2413125381714,0.80935488940619,"not sig","CT","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","ASD",0.0403829599815651,0.0275682269189356,1.46483704230639,0.143232207022789,"not sig","CT","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","BIP",-0.0244453603792567,0.0271626883185163,-0.899961008741274,0.368324934574009,"not sig","CT","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","MDD",0.02793378843001,0.0272257667869013,1.02600557217178,0.305099590086865,"not sig","CT","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","SCZ",0.0021530029731027,0.0282023013316562,0.0763413931290076,0.939160457991769,"not sig","CT","T1"
"lh_caudalmiddlefrontal","left","caudal middle frontal","SUD",-0.0649573035742312,0.0277317564591395,-2.34234364743324,0.0193288698915224,"not sig","CT","T1"
"lh_cuneus","left","cuneus","ADHD",0.0142901898682804,0.0277568809050841,0.51483413850232,0.606765509757526,"not sig","CT","T1"
"lh_cuneus","left","cuneus","ASD",0.0278811990998397,0.02820461616599,0.988533186757551,0.323094586230457,"not sig","CT","T1"
"lh_cuneus","left","cuneus","BIP",0.0269875132761645,0.0277743732506373,0.971669568656973,0.331414428628252,"not sig","CT","T1"
"lh_cuneus","left","cuneus","MDD",0.0433690868672196,0.0278242162691397,1.55868134605182,0.119340418082442,"not sig","CT","T1"
"lh_cuneus","left","cuneus","SCZ",0.0378298710528749,0.028818040217911,1.31271490936996,0.189534713203924,"not sig","CT","T1"
"lh_cuneus","left","cuneus","SUD",0.0213342925739838,0.028417035220497,0.750757157051892,0.45294875298842,"not sig","CT","T1"
"lh_entorhinal","left","entorhinal","ADHD",-0.0229479302241985,0.0276292078391484,-0.830567794697431,0.406386132362846,"not sig","CT","T1"
"lh_entorhinal","left","entorhinal","ASD",0.0269612156908144,0.0280806029771731,0.960136636408104,0.337183476564138,"not sig","CT","T1"
"lh_entorhinal","left","entorhinal","BIP",-0.00219366904710595,0.0276626078896239,-0.0793008763258646,0.936806777921911,"not sig","CT","T1"
"lh_entorhinal","left","entorhinal","MDD",0.018395647848194,0.0277245958900854,0.663513651240359,0.507131463782096,"not sig","CT","T1"
"lh_entorhinal","left","entorhinal","SCZ",-0.0236301101444972,0.0287033778931656,-0.823251891552582,0.410531391527469,"not sig","CT","T1"
"lh_entorhinal","left","entorhinal","SUD",0.0122247382908216,0.0282959499403908,0.432031379634704,0.665797672355352,"not sig","CT","T1"
"lh_fusiform","left","fusiform","ADHD",0.0158001868013834,0.0284206573257163,0.555940231089824,0.578357287162707,"not sig","CT","T1"
"lh_fusiform","left","fusiform","ASD",-0.0288506532519043,0.0288793841870658,-0.999005140311324,0.317997361296885,"not sig","CT","T1"
"lh_fusiform","left","fusiform","BIP",0.0107446498172135,0.0284487711410258,0.377684145439894,0.705733284532354,"not sig","CT","T1"
"lh_fusiform","left","fusiform","MDD",0.00436991244843904,0.028519214521892,0.153226956692114,0.878245542711701,"not sig","CT","T1"
"lh_fusiform","left","fusiform","SCZ",-0.00619981970028813,0.0295287663732389,-0.209958642427638,0.833736258502859,"not sig","CT","T1"
"lh_fusiform","left","fusiform","SUD",0.024577200300242,0.0290952916901384,0.844714002594867,0.398442059343129,"not sig","CT","T1"
"lh_inferiorparietal","left","inferior parietal","ADHD",0.0115678531265016,0.0272854538556523,0.423956778864622,0.671674737675157,"not sig","CT","T1"
"lh_inferiorparietal","left","inferior parietal","ASD",0.018761912834864,0.0277306905062823,0.676575753878666,0.498807988160158,"not sig","CT","T1"
"lh_inferiorparietal","left","inferior parietal","BIP",0.0102622319614544,0.0273109626339094,0.375755043826716,0.707166665424064,"not sig","CT","T1"
"lh_inferiorparietal","left","inferior parietal","MDD",0.0317297533900554,0.0273632322829134,1.15957621753146,0.24645636651511,"not sig","CT","T1"
"lh_inferiorparietal","left","inferior parietal","SCZ",-0.0129138246759446,0.0283457793297595,-0.455581923704131,0.648774606271515,"not sig","CT","T1"
"lh_inferiorparietal","left","inferior parietal","SUD",-0.0316231262686534,0.0279248706450932,-1.13243590885568,0.257681662741254,"not sig","CT","T1"
"lh_inferiortemporal","left","inferior temporal","ADHD",-0.0293072252797908,0.0286104380731244,-1.02435430051387,0.305878261255918,"not sig","CT","T1"
"lh_inferiortemporal","left","inferior temporal","ASD",-0.022865160853267,0.029086046500277,-0.786121305728134,0.431954522250891,"not sig","CT","T1"
"lh_inferiortemporal","left","inferior temporal","BIP",0.011802431691108,0.0286474045042123,0.411989563989035,0.680422026982754,"not sig","CT","T1"
"lh_inferiortemporal","left","inferior temporal","MDD",-0.0233199150225154,0.0287109176724327,-0.812231614766755,0.416822844238173,"not sig","CT","T1"
"lh_inferiortemporal","left","inferior temporal","SCZ",-0.030418169707923,0.0297226285092213,-1.02340106624439,0.306328367070043,"not sig","CT","T1"
"lh_inferiortemporal","left","inferior temporal","SUD",-0.00516743573878209,0.0293072614008007,-0.176319297395727,0.860073408678648,"not sig","CT","T1"
"lh_isthmuscingulate","left","isthmus cingulate","ADHD",0.0240574204893819,0.0283135043531263,0.849680074544553,0.395675626713297,"not sig","CT","T1"
"lh_isthmuscingulate","left","isthmus cingulate","ASD",0.0361766249011176,0.028768426051795,1.25751144104946,0.208817734376239,"not sig","CT","T1"
"lh_isthmuscingulate","left","isthmus cingulate","BIP",0.0309118989879302,0.028333882775925,1.09098704305348,0.275501679887752,"not sig","CT","T1"
"lh_isthmuscingulate","left","isthmus cingulate","MDD",0.0416510723592528,0.0283910267790853,1.4670505819795,0.142629207265771,"not sig","CT","T1"
"lh_isthmuscingulate","left","isthmus cingulate","SCZ",0.0346090869460002,0.0294058556685297,1.17694541305387,0.239455046645063,"not sig","CT","T1"
"lh_isthmuscingulate","left","isthmus cingulate","SUD",-0.0600785838764033,0.0289465744873536,-2.07549891275221,0.0381568930660479,"not sig","CT","T1"
"lh_lateraloccipital","left","lateral occipital","ADHD",0.0114149147621442,0.0276299051888664,0.413136226277891,0.679581997609989,"not sig","CT","T1"
"lh_lateraloccipital","left","lateral occipital","ASD",0.0436031305324284,0.0280573630267947,1.55407086869808,0.120436116774756,"not sig","CT","T1"
"lh_lateraloccipital","left","lateral occipital","BIP",0.00369815055120895,0.0276570771084445,0.133714439046048,0.893651226162115,"not sig","CT","T1"
"lh_lateraloccipital","left","lateral occipital","MDD",0.0313043114103848,0.0277093614766989,1.12973773995871,0.258816734127536,"not sig","CT","T1"
"lh_lateraloccipital","left","lateral occipital","SCZ",0.0036871007225849,0.0287058334149966,0.128444301521609,0.897819298301384,"not sig","CT","T1"
"lh_lateraloccipital","left","lateral occipital","SUD",-0.0121435760286476,0.028290460509401,-0.429246318723313,0.667822469632429,"not sig","CT","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","ADHD",0.0307439647473663,0.0283687970731818,1.08372465240798,0.278708659002181,"not sig","CT","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","ASD",0.0460087876945149,0.0288183231888092,1.59651161495687,0.110642820813671,"not sig","CT","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","BIP",0.0125902647061392,0.0284066369505127,0.44321560232817,0.657691176904089,"not sig","CT","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","MDD",0.0884695824260588,0.0283610146858212,3.11940822308759,0.00185613804985575,"not sig","CT","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","SCZ",0.00843648357876053,0.0294852329359147,0.286125722564139,0.774832139271399,"not sig","CT","T1"
"lh_lateralorbitofrontal","left","lateral orbitofrontal","SUD",0.025040854460773,0.0290525014089842,0.86191733056863,0.388908428508112,"not sig","CT","T1"
"lh_lingual","left","lingual","ADHD",-0.0120461610106184,0.0277673293292767,-0.433824977107809,0.664494978674681,"not sig","CT","T1"
"lh_lingual","left","lingual","ASD",-0.0074724646330144,0.0282251733224934,-0.264744685449261,0.79125246546552,"not sig","CT","T1"
"lh_lingual","left","lingual","BIP",0.0211237812416097,0.0277882392074605,0.760169836019638,0.447305183112206,"not sig","CT","T1"
"lh_lingual","left","lingual","MDD",0.0311986142449114,0.0278476377604781,1.12033252203492,0.262800441249534,"not sig","CT","T1"
"lh_lingual","left","lingual","SCZ",-0.00269575087144461,0.0288489185719651,-0.0934437408709075,0.925566932111317,"not sig","CT","T1"
"lh_lingual","left","lingual","SUD",-0.0417259456379341,0.0284076030917562,-1.46883021081222,0.142145827493737,"not sig","CT","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","ADHD",0.0196916418787619,0.0280211742926587,0.702741493739643,0.482355708441044,"not sig","CT","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","ASD",0.00476349010435791,0.0284874074750047,0.167213885943727,0.867230457720817,"not sig","CT","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","BIP",0.0164539908154986,0.0280486938136717,0.586622354851993,0.557569760044843,"not sig","CT","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","MDD",0.0335011713497471,0.0281038857615068,1.19204766323214,0.233482638215115,"not sig","CT","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","SCZ",-0.0101314811873898,0.0291150387061193,-0.347981031028492,0.727916600037685,"not sig","CT","T1"
"lh_medialorbitofrontal","left","medial orbitofrontal","SUD",0.0187860823970646,0.028692042113076,0.654748878557624,0.512757267745243,"not sig","CT","T1"
"lh_middletemporal","left","middle temporal","ADHD",0.00275860172762667,0.0285726972260338,0.0965467735091245,0.923102749716885,"not sig","CT","T1"
"lh_middletemporal","left","middle temporal","ASD",-0.0218587525817477,0.0290354957943766,-0.752828632117971,0.451703312905569,"not sig","CT","T1"
"lh_middletemporal","left","middle temporal","BIP",0.0278503514418038,0.0285875408355632,0.974212913310744,0.33015083780438,"not sig","CT","T1"
"lh_middletemporal","left","middle temporal","MDD",-0.0440465953765925,0.0286396817848971,-1.53795687072962,0.124327706126041,"not sig","CT","T1"
"lh_middletemporal","left","middle temporal","SCZ",-0.0344462762027125,0.0296665419892993,-1.16111531351168,0.245830235848365,"not sig","CT","T1"
"lh_middletemporal","left","middle temporal","SUD",-0.0230006079038611,0.0292484001970416,-0.786388580192755,0.431798032135851,"not sig","CT","T1"
"lh_parahippocampal","left","parahippocampal","ADHD",-0.0152569483905884,0.0281201874973278,-0.542562114567629,0.587533956763075,"not sig","CT","T1"
"lh_parahippocampal","left","parahippocampal","ASD",-0.0283528512986035,0.0285740491925856,-0.992258783748454,0.321275072420905,"not sig","CT","T1"
"lh_parahippocampal","left","parahippocampal","BIP",0.0514811494688441,0.0281095420671229,1.83144746171645,0.0672862085962614,"not sig","CT","T1"
"lh_parahippocampal","left","parahippocampal","MDD",-0.00320151859866958,0.0282176537798954,-0.113458001279703,0.909686790417739,"not sig","CT","T1"
"lh_parahippocampal","left","parahippocampal","SCZ",-0.0158784981985166,0.029213282826612,-0.543536934645769,0.586863009043822,"not sig","CT","T1"
"lh_parahippocampal","left","parahippocampal","SUD",-0.0136459581303289,0.0287934824126044,-0.473925242344265,0.635641041946106,"not sig","CT","T1"
"lh_paracentral","left","paracentral","ADHD",0.0197595286346419,0.0269534006850395,0.733099650969439,0.463643507435686,"not sig","CT","T1"
"lh_paracentral","left","paracentral","ASD",0.0395226853548698,0.0273784939537488,1.4435668164084,0.149126739472981,"not sig","CT","T1"
"lh_paracentral","left","paracentral","BIP",-0.0036720011736365,0.0269840989736414,-0.13608018474967,0.891781142481945,"not sig","CT","T1"
"lh_paracentral","left","paracentral","MDD",0.0551840858679509,0.0270019331084639,2.04370870953136,0.0412043852638797,"not sig","CT","T1"
"lh_paracentral","left","paracentral","SCZ",-0.00699775454347279,0.0280067975414832,-0.249859146984151,0.802739841062334,"not sig","CT","T1"
"lh_paracentral","left","paracentral","SUD",-0.0204215721987028,0.02759782307729,-0.739970400618574,0.459465397167644,"not sig","CT","T1"
"lh_parsopercularis","left","pars opercularis","ADHD",-0.00663264855951693,0.0277545376666934,-0.238975285381042,0.811166314910494,"not sig","CT","T1"
"lh_parsopercularis","left","pars opercularis","ASD",0.027044289375417,0.0282004342310577,0.959002586762744,0.337754225218998,"not sig","CT","T1"
"lh_parsopercularis","left","pars opercularis","BIP",-0.018452458854618,0.0277755011768966,-0.664342966742454,0.506600841287377,"not sig","CT","T1"
"lh_parsopercularis","left","pars opercularis","MDD",0.0254660158644729,0.027838198370339,0.91478678058442,0.360490782956661,"not sig","CT","T1"
"lh_parsopercularis","left","pars opercularis","SCZ",-0.000323762844125556,0.0288341296814055,-0.0112284590415206,0.991043075378437,"not sig","CT","T1"
"lh_parsopercularis","left","pars opercularis","SUD",-0.00972213716956308,0.028417513393419,-0.342117800208886,0.732323268148901,"not sig","CT","T1"
"lh_parsorbitalis","left","pars orbitalis","ADHD",0.0180216334477576,0.0278156038795884,0.647896537704947,0.517178122863868,"not sig","CT","T1"
"lh_parsorbitalis","left","pars orbitalis","ASD",-0.00558840524312229,0.0282773947281044,-0.197628009823977,0.84337021359939,"not sig","CT","T1"
"lh_parsorbitalis","left","pars orbitalis","BIP",-0.0114787499234186,0.02784410438973,-0.412250642461046,0.680230729448038,"not sig","CT","T1"
"lh_parsorbitalis","left","pars orbitalis","MDD",0.032491273388999,0.0278975950795142,1.16466216160898,0.244391571711611,"not sig","CT","T1"
"lh_parsorbitalis","left","pars orbitalis","SCZ",-0.055736542832439,0.0288563621509048,-1.93151661117101,0.0536588369627194,"not sig","CT","T1"
"lh_parsorbitalis","left","pars orbitalis","SUD",-0.00832685322413272,0.0284848036022273,-0.292326158902553,0.770088736419558,"not sig","CT","T1"
"lh_parstriangularis","left","pars triangularis","ADHD",0.0380837734109049,0.0278210047772812,1.36888562134191,0.171295990326358,"not sig","CT","T1"
"lh_parstriangularis","left","pars triangularis","ASD",0.040838337573875,0.0282757746412475,1.44428713596768,0.148924132885012,"not sig","CT","T1"
"lh_parstriangularis","left","pars triangularis","BIP",0.0294555676688491,0.0278554802878277,1.05744246247015,0.290526495873655,"not sig","CT","T1"
"lh_parstriangularis","left","pars triangularis","MDD",0.0286489484458159,0.0279238187750327,1.02596814127126,0.305117226345139,"not sig","CT","T1"
"lh_parstriangularis","left","pars triangularis","SCZ",-0.0362600154036878,0.0289061622117438,-1.25440434250924,0.209943912155008,"not sig","CT","T1"
"lh_parstriangularis","left","pars triangularis","SUD",-0.0189611955133891,0.0285035872049085,-0.665221376421134,0.506039125659439,"not sig","CT","T1"
"lh_pericalcarine","left","pericalcarine","ADHD",0.000216709972843104,0.0274564432754586,0.00789286400532462,0.993703807457205,"not sig","CT","T1"
"lh_pericalcarine","left","pericalcarine","ASD",0.0723631927392172,0.0278280082693582,2.60037269066422,0.00942881134042983,"not sig","CT","T1"
"lh_pericalcarine","left","pericalcarine","BIP",-0.00155480664852705,0.0274816257179717,-0.0565762253108003,0.954892368001696,"not sig","CT","T1"
"lh_pericalcarine","left","pericalcarine","MDD",0.0287712462148806,0.0275355614273913,1.04487596124552,0.296294661372983,"not sig","CT","T1"
"lh_pericalcarine","left","pericalcarine","SCZ",0.0136409275001598,0.0285209819082876,0.478276924126375,0.632541864362448,"not sig","CT","T1"
"lh_pericalcarine","left","pericalcarine","SUD",-0.100395909044492,0.0279604230236402,-3.59064342337055,0.000343439689157728,"not sig","CT","T1"
"lh_postcentral","left","postcentral","ADHD",-0.0208482910806492,0.0275730574194843,-0.756110965986563,0.449733840287878,"not sig","CT","T1"
"lh_postcentral","left","postcentral","ASD",0.0015126382403776,0.0280330585622336,0.0539590868052994,0.956976909934366,"not sig","CT","T1"
"lh_postcentral","left","postcentral","BIP",0.00547251747154087,0.027604619274606,0.198246439014471,0.842886461186859,"not sig","CT","T1"
"lh_postcentral","left","postcentral","MDD",-0.0116325675897043,0.0276699588058064,-0.420404225078329,0.67426685649682,"not sig","CT","T1"
"lh_postcentral","left","postcentral","SCZ",-0.0124595107920761,0.0286495477153632,-0.434893804113869,0.663719169256664,"not sig","CT","T1"
"lh_postcentral","left","postcentral","SUD",-0.0650113048609874,0.0281756690156549,-2.30735620953192,0.0212076771751327,"not sig","CT","T1"
"lh_posteriorcingulate","left","posterior cingulate","ADHD",0.0545104090163994,0.0285166641531903,1.91152824620621,0.0561791665247492,"not sig","CT","T1"
"lh_posteriorcingulate","left","posterior cingulate","ASD",0.0540090574302696,0.0289876494262085,1.86317478303151,0.0626863908541933,"not sig","CT","T1"
"lh_posteriorcingulate","left","posterior cingulate","BIP",0.0177985186932439,0.0285823862121217,0.622709334383549,0.533596070531395,"not sig","CT","T1"
"lh_posteriorcingulate","left","posterior cingulate","MDD",0.0367047035871298,0.0286364649173931,1.28174702055616,0.200183619134934,"not sig","CT","T1"
"lh_posteriorcingulate","left","posterior cingulate","SCZ",0.0354940926605571,0.0296530676223502,1.1969787784723,0.231555651334901,"not sig","CT","T1"
"lh_posteriorcingulate","left","posterior cingulate","SUD",-0.0180562784398684,0.0292391044802738,-0.617538695552391,0.53699881828442,"not sig","CT","T1"
"lh_precentral","left","precentral","ADHD",0.0232047105777865,0.0261144686335428,0.888576784900811,0.374411973751167,"not sig","CT","T1"
"lh_precentral","left","precentral","ASD",0.0224867619422835,0.0265445386088947,0.847133275646709,0.39709290896206,"not sig","CT","T1"
"lh_precentral","left","precentral","BIP",-0.0157242801955456,0.0261431994365386,-0.601467323604196,0.547644495153326,"not sig","CT","T1"
"lh_precentral","left","precentral","MDD",0.0295954615033896,0.0261964443133907,1.12975108947368,0.258811109699402,"not sig","CT","T1"
"lh_precentral","left","precentral","SCZ",-0.0177792194343792,0.0271337555184832,-0.65524359214736,0.512438863317447,"not sig","CT","T1"
"lh_precentral","left","precentral","SUD",-0.0349437957408874,0.0267285240538563,-1.30735972066687,0.191345680095688,"not sig","CT","T1"
"lh_precuneus","left","precuneus","ADHD",0.0277176069894979,0.0273097519813876,1.01493440908538,0.310345502307983,"not sig","CT","T1"
"lh_precuneus","left","precuneus","ASD",0.0125103759358693,0.0277684014682989,0.450525607322103,0.652414399141828,"not sig","CT","T1"
"lh_precuneus","left","precuneus","BIP",0.016726747688593,0.0273424421785557,0.611750317669559,0.54082100872395,"not sig","CT","T1"
"lh_precuneus","left","precuneus","MDD",0.0258937504215927,0.0274027298681324,0.94493324373881,0.344886727214929,"not sig","CT","T1"
"lh_precuneus","left","precuneus","SCZ",0.0158131874441464,0.0283800188517986,0.557194395349889,0.577500468423382,"not sig","CT","T1"
"lh_precuneus","left","precuneus","SUD",0.0205916419131225,0.0279686035367785,0.736241331679097,0.461730423530013,"not sig","CT","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","ADHD",0.0416681205533962,0.0287798936243982,1.44782052001999,0.147933332976069,"not sig","CT","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","ASD",-0.0127395566614367,0.0292766295207684,-0.435144238594798,0.66353744321954,"not sig","CT","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","BIP",-0.0200121918661637,0.0288260501373729,-0.69423982025959,0.48766870909633,"not sig","CT","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","MDD",0.0193163355291239,0.0288963967783953,0.668468656395456,0.503965443179216,"not sig","CT","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","SCZ",-0.00967887768785246,0.0299239075462753,-0.323449658868406,0.746412136376588,"not sig","CT","T1"
"lh_rostralanteriorcingulate","left","rostral anterior cingulate","SUD",0.00391090532557408,0.029494098384238,0.132599589064371,0.894532702930985,"not sig","CT","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","ADHD",-0.0152778306875823,0.02737101767586,-0.558175471168418,0.576830635421689,"not sig","CT","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","ASD",0.0274193956005548,0.0278131402451064,0.98584321507454,0.32441249311463,"not sig","CT","T1"
"lh_rostralmiddlefrontal","left","rostral middle frontal","BIP",-0.0246793014283645,0.0273903442640935,-0.90102195103539,0.36776081731772,"not sig","CT","T1"
