"label","Hemisphere","Region","PGS","Estimate_Score","Std_Error_Score","t_value_Score","p_value_Score","Significant_p_value_Score","Estimate_Interaction","Std_Error_Interaction","t_value_Interaction","p_value_Interaction","Significant_p_value_Interaction","Phenotype"
"rh_pericalcarine","right","pericalcarine","SCZ",-0.00618354459373341,0.0387613931018443,-0.159528440515188,0.873252552940466,"not sig",0.000155299229413859,0.00069873606186527,0.222257355659144,0.824113547105183,"not sig","CT"
"rh_pericalcarine","right","pericalcarine","SUD",-0.0751873525015696,0.0387099724763819,-1.94232513462632,0.0520977520934694,"not sig",0.00142317852486124,0.000701684703871036,2.02823079512762,0.0425366983053924,"sig","CT"
"rh_postcentral","right","postcentral","ADHD",-0.0318079047429815,0.0354810168533785,-0.896476695536217,0.369998221433226,"not sig",0.000631241897698687,0.000640034940015362,0.986261621410133,0.324004747556209,"not sig","CT"
"rh_postcentral","right","postcentral","ASD",0.0195309662155828,0.0352124041275319,0.554661537589021,0.579126188971943,"not sig",-0.000227677861219929,0.000636264101857868,-0.357835465736819,0.720466447762241,"not sig","CT"
"rh_postcentral","right","postcentral","BIP",-0.0480140428205886,0.0352246905938245,-1.36307919278094,0.17285755358746,"not sig",0.000782889938257316,0.000635983137161766,1.23099166080277,0.218325983244514,"not sig","CT"
"rh_postcentral","right","postcentral","MDD",0.00944513420956217,0.0352737338414375,0.267766782275444,0.788878841197271,"not sig",-0.000144572900161629,0.000637385300331827,-0.226821829882746,0.82056228827557,"not sig","CT"
"rh_postcentral","right","postcentral","SCZ",-0.0153822303262373,0.0353646805997704,-0.434960250322101,0.663591280223282,"not sig",0.000186346852149779,0.000637519112756761,0.292300024298844,0.770057240236047,"not sig","CT"
"rh_postcentral","right","postcentral","SUD",0.00376032059940462,0.0353123323714661,0.106487460523653,0.915195603891585,"not sig",-0.000394857081648316,0.000640117259252797,-0.616851172094983,0.537332895724256,"not sig","CT"
"rh_posteriorcingulate","right","posterior cingulate","ADHD",-0.0653515765871562,0.0406356397576494,-1.60823299391649,0.107784159598813,"not sig",0.00116960692508797,0.00073300149992889,1.59564056171977,0.110569066068859,"not sig","CT"
"rh_posteriorcingulate","right","posterior cingulate","ASD",0.0142932010992649,0.0403256421433304,0.354444476010133,0.723005808123743,"not sig",-0.000144569996865778,0.000728654219808664,-0.198406861492877,0.842726749463425,"not sig","CT"
"rh_posteriorcingulate","right","posterior cingulate","BIP",-0.0365000823806295,0.0403420546414041,-0.904765082122726,0.365589853919843,"not sig",0.000585769092191581,0.000728361847910199,0.804228137253836,0.421265231573387,"not sig","CT"
"rh_posteriorcingulate","right","posterior cingulate","MDD",-0.0434212936212928,0.0403949670617661,-1.0749184064168,0.282411260404634,"not sig",0.000533608822096166,0.000729911218792021,0.731059899283739,0.464742566748957,"not sig","CT"
"rh_posteriorcingulate","right","posterior cingulate","SCZ",-0.00874475063935116,0.040500778796903,-0.215915616912034,0.829053523678771,"not sig",5.3100368257871e-05,0.000730094667421398,0.0727307986585011,0.942020339658214,"not sig","CT"
"rh_posteriorcingulate","right","posterior cingulate","SUD",-0.0804612216096885,0.0404425448469173,-1.98951925291174,0.0466439188824706,"sig",0.00116053520150297,0.000733095490111175,1.58306143900432,0.113407461546205,"not sig","CT"
"rh_precentral","right","precentral","ADHD",-0.009016477357444,0.0357716736822363,-0.252056345966318,0.800997511602052,"not sig",0.000215838355646181,0.000645277948530549,0.334488968881853,0.73801061358699,"not sig","CT"
"rh_precentral","right","precentral","ASD",0.027909478967175,0.0355005031686901,0.786171363108733,0.431767100606878,"not sig",-0.000390778541807243,0.000641469839056535,-0.609192386008351,0.542396926528665,"not sig","CT"
"rh_precentral","right","precentral","BIP",0.0129022456122339,0.0355124857168087,0.363315756467224,0.716369024409742,"not sig",-0.000385438567383435,0.000641179197808933,-0.601140162844604,0.547746634892642,"not sig","CT"
"rh_precentral","right","precentral","MDD",-0.00454937499646703,0.0355621379604376,-0.127927488542116,0.898206357061894,"not sig",2.37326208903686e-05,0.00064259659136121,0.0369323790530788,0.970538922600017,"not sig","CT"
"rh_precentral","right","precentral","SCZ",-0.0188608074723916,0.0356545577221884,-0.528987278971468,0.596814274524214,"not sig",0.000310529817383302,0.00064274463633709,0.483130935410005,0.629002769957549,"not sig","CT"
